Stkcd,Reptdt,num_of_dir
300067,2017/12/31,7
300261,2017/12/31,9
300388,2017/12/31,9
300351,2017/12/31,8
300606,2017/12/31,9
300463,2017/12/31,8
300095,2017/12/31,9
300582,2017/12/31,8
300119,2017/12/31,9
300170,2017/12/31,5
300288,2017/12/31,7
300726,2017/12/31,7
300317,2017/12/31,6
300333,2017/12/31,7
300411,2017/12/31,7
300415,2017/12/31,11
300434,2017/12/31,9
300497,2017/12/31,9
300180,2017/12/31,10
300396,2017/12/31,7
300679,2017/12/31,7
300612,2017/12/31,7
300045,2017/12/31,9
300622,2017/12/31,9
300243,2017/12/31,9
300347,2017/12/31,7
300553,2017/12/31,8
300456,2017/12/31,7
300162,2017/12/31,6
300573,2017/12/31,9
300332,2017/12/31,8
300431,2017/12/31,7
300141,2017/12/31,7
300032,2017/12/31,7
300703,2017/12/31,9
300510,2017/12/31,7
300321,2017/12/31,9
300670,2017/12/31,5
300418,2017/12/31,7
300501,2017/12/31,7
300133,2017/12/31,7
300168,2017/12/31,7
300676,2017/12/31,15
300387,2017/12/31,9
300636,2017/12/31,9
300407,2017/12/31,9
300157,2017/12/31,8
300661,2017/12/31,5
300645,2017/12/31,9
300200,2017/12/31,7
300335,2017/12/31,9
300542,2017/12/31,7
300338,2017/12/31,9
300174,2017/12/31,5
300390,2017/12/31,6
300439,2017/12/31,5
300654,2017/12/31,9
300473,2017/12/31,9
300307,2017/12/31,9
300555,2017/12/31,5
300006,2017/12/31,7
300695,2017/12/31,7
300015,2017/12/31,7
300184,2017/12/31,12
300077,2017/12/31,7
300303,2017/12/31,5
300410,2017/12/31,9
300219,2017/12/31,9
300435,2017/12/31,9
300521,2017/12/31,9
300707,2017/12/31,5
300142,2017/12/31,7
300053,2017/12/31,8
300246,2017/12/31,9
300250,2017/12/31,7
300089,2017/12/31,8
300318,2017/12/31,7
300461,2017/12/31,9
300409,2017/12/31,7
300386,2017/12/31,7
300008,2017/12/31,9
300488,2017/12/31,6
300587,2017/12/31,7
300588,2017/12/31,7
300210,2017/12/31,5
300649,2017/12/31,9
300417,2017/12/31,5
300706,2017/12/31,7
300075,2017/12/31,9
300137,2017/12/31,9
300729,2017/12/31,9
300221,2017/12/31,7
300165,2017/12/31,8
300300,2017/12/31,9
300391,2017/12/31,9
300054,2017/12/31,9
300340,2017/12/31,9
300385,2017/12/31,7
300583,2017/12/31,7
300464,2017/12/31,7
300657,2017/12/31,11
300561,2017/12/31,6
300640,2017/12/31,7
300069,2017/12/31,7
300698,2017/12/31,9
300129,2017/12/31,13
300730,2017/12/31,9
300214,2017/12/31,5
300291,2017/12/31,9
300262,2017/12/31,7
300203,2017/12/31,7
300384,2017/12/31,7
300236,2017/12/31,9
300468,2017/12/31,7
300082,2017/12/31,9
300031,2017/12/31,8
300494,2017/12/31,7
300462,2017/12/31,7
300471,2017/12/31,7
300693,2017/12/31,8
300279,2017/12/31,9
300675,2017/12/31,9
300666,2017/12/31,9
300551,2017/12/31,9
300549,2017/12/31,9
300712,2017/12/31,9
300637,2017/12/31,7
300696,2017/12/31,5
300070,2017/12/31,8
300251,2017/12/31,8
300061,2017/12/31,9
300475,2017/12/31,7
300079,2017/12/31,7
300109,2017/12/31,7
300139,2017/12/31,8
300206,2017/12/31,7
300287,2017/12/31,9
300234,2017/12/31,7
300369,2017/12/31,9
300025,2017/12/31,7
300460,2017/12/31,7
300533,2017/12/31,7
300311,2017/12/31,7
300099,2017/12/31,9
300011,2017/12/31,9
300182,2017/12/31,9
300688,2017/12/31,5
300272,2017/12/31,5
300086,2017/12/31,7
300085,2017/12/31,9
300352,2017/12/31,7
300166,2017/12/31,6
300159,2017/12/31,9
300399,2017/12/31,7
300438,2017/12/31,9
300005,2017/12/31,8
300265,2017/12/31,7
300040,2017/12/31,9
300727,2017/12/31,7
300249,2017/12/31,5
300035,2017/12/31,9
300486,2017/12/31,7
300522,2017/12/31,5
300336,2017/12/31,7
300345,2017/12/31,6
300084,2017/12/31,9
300608,2017/12/31,8
300326,2017/12/31,7
300433,2017/12/31,7
300585,2017/12/31,7
300515,2017/12/31,7
300151,2017/12/31,6
300419,2017/12/31,7
300665,2017/12/31,5
300004,2017/12/31,9
300641,2017/12/31,9
300187,2017/12/31,9
300490,2017/12/31,9
300028,2017/12/31,5
300100,2017/12/31,9
300702,2017/12/31,7
300603,2017/12/31,9
300081,2017/12/31,9
300711,2017/12/31,9
300253,2017/12/31,7
300183,2017/12/31,9
300148,2017/12/31,5
300096,2017/12/31,11
300663,2017/12/31,9
300355,2017/12/31,9
300710,2017/12/31,9
300179,2017/12/31,9
300153,2017/12/31,8
300274,2017/12/31,8
300597,2017/12/31,11
300247,2017/12/31,9
300356,2017/12/31,9
300512,2017/12/31,9
300198,2017/12/31,8
300442,2017/12/31,7
300354,2017/12/31,6
300660,2017/12/31,9
300576,2017/12/31,9
300628,2017/12/31,9
300405,2017/12/31,9
300709,2017/12/31,7
300689,2017/12/31,5
300289,2017/12/31,7
300504,2017/12/31,9
300609,2017/12/31,9
300362,2017/12/31,9
300566,2017/12/31,9
300426,2017/12/31,7
300613,2017/12/31,7
300672,2017/12/31,9
300591,2017/12/31,7
300720,2017/12/31,7
300733,2017/12/31,9
300065,2017/12/31,5
300177,2017/12/31,5
300232,2017/12/31,7
300344,2017/12/31,7
300571,2017/12/31,7
300392,2017/12/31,9
300718,2017/12/31,7
300502,2017/12/31,7
300048,2017/12/31,9
300042,2017/12/31,9
300118,2017/12/31,9
300010,2017/12/31,12
300565,2017/12/31,7
300098,2017/12/31,9
300163,2017/12/31,5
300160,2017/12/31,9
300093,2017/12/31,7
300209,2017/12/31,7
300268,2017/12/31,7
300607,2017/12/31,9
300208,2017/12/31,10
300312,2017/12/31,7
300610,2017/12/31,9
300721,2017/12/31,7
300298,2017/12/31,7
300152,2017/12/31,7
300254,2017/12/31,9
300467,2017/12/31,6
300423,2017/12/31,7
300540,2017/12/31,9
300191,2017/12/31,7
300366,2017/12/31,9
300602,2017/12/31,7
300267,2017/12/31,9
300687,2017/12/31,7
300030,2017/12/31,9
300531,2017/12/31,9
300359,2017/12/31,9
300518,2017/12/31,7
300097,2017/12/31,7
300123,2017/12/31,6
300667,2017/12/31,9
300155,2017/12/31,7
300145,2017/12/31,9
300581,2017/12/31,7
300652,2017/12/31,7
300404,2017/12/31,7
300601,2017/12/31,7
300058,2017/12/31,9
300050,2017/12/31,5
300201,2017/12/31,9
300171,2017/12/31,9
300686,2017/12/31,7
300108,2017/12/31,7
300292,2017/12/31,7
300189,2017/12/31,8
300230,2017/12/31,9
300364,2017/12/31,7
300276,2017/12/31,9
300315,2017/12/31,9
300425,2017/12/31,7
300377,2017/12/31,9
300358,2017/12/31,9
300457,2017/12/31,9
300477,2017/12/31,9
300530,2017/12/31,5
300543,2017/12/31,9
300452,2017/12/31,9
300526,2017/12/31,5
300604,2017/12/31,9
300599,2017/12/31,9
300678,2017/12/31,9
300091,2017/12/31,9
300397,2017/12/31,7
300615,2017/12/31,8
300076,2017/12/31,9
300680,2017/12/31,7
300723,2017/12/31,5
300266,2017/12/31,9
300449,2017/12/31,7
300293,2017/12/31,5
300653,2017/12/31,9
300083,2017/12/31,9
300062,2017/12/31,9
300664,2017/12/31,8
300297,2017/12/31,8
300055,2017/12/31,7
300482,2017/12/31,9
300283,2017/12/31,9
300124,2017/12/31,9
300175,2017/12/31,6
300094,2017/12/31,8
300002,2017/12/31,11
300231,2017/12/31,5
300337,2017/12/31,7
300382,2017/12/31,7
300116,2017/12/31,5
300104,2017/12/31,6
300499,2017/12/31,5
300550,2017/12/31,7
300605,2017/12/31,9
300716,2017/12/31,9
300013,2017/12/31,9
300299,2017/12/31,8
300012,2017/12/31,7
300176,2017/12/31,11
300090,2017/12/31,9
300331,2017/12/31,7
300111,2017/12/31,7
300514,2017/12/31,5
300651,2017/12/31,8
300156,2017/12/31,9
300049,2017/12/31,11
300043,2017/12/31,7
300600,2017/12/31,8
300228,2017/12/31,7
300611,2017/12/31,8
300063,2017/12/31,9
300169,2017/12/31,7
300158,2017/12/31,11
300126,2017/12/31,7
300360,2017/12/31,9
300580,2017/12/31,5
300135,2017/12/31,9
300496,2017/12/31,8
300350,2017/12/31,9
300269,2017/12/31,11
300621,2017/12/31,9
300106,2017/12/31,9
300190,2017/12/31,9
300625,2017/12/31,9
300022,2017/12/31,5
300306,2017/12/31,9
300690,2017/12/31,9
300527,2017/12/31,7
300323,2017/12/31,7
300422,2017/12/31,7
300481,2017/12/31,7
300218,2017/12/31,12
300589,2017/12/31,8
300525,2017/12/31,9
300534,2017/12/31,9
300506,2017/12/31,7
300669,2017/12/31,9
300071,2017/12/31,8
300394,2017/12/31,9
300114,2017/12/31,9
300294,2017/12/31,7
300465,2017/12/31,5
300188,2017/12/31,9
300216,2017/12/31,9
300619,2018/12/31,9
300125,2018/12/31,6
300748,2018/12/31,9
300700,2018/12/31,9
300632,2018/12/31,7
300487,2018/12/31,9
300751,2018/12/31,7
300398,2018/12/31,9
300260,2018/12/31,9
300132,2018/12/31,9
300602,2018/12/31,7
300623,2018/12/31,9
300220,2018/12/31,5
300146,2018/12/31,7
300016,2018/12/31,9
300613,2018/12/31,7
300722,2018/12/31,9
300285,2018/12/31,9
300545,2018/12/31,6
300586,2018/12/31,7
300617,2018/12/31,8
300638,2018/12/31,5
300657,2018/12/31,11
300591,2018/12/31,7
300692,2018/12/31,9
300455,2018/12/31,9
300690,2018/12/31,9
300204,2018/12/31,9
300042,2018/12/31,9
300723,2018/12/31,5
300741,2018/12/31,9
300395,2018/12/31,9
300107,2018/12/31,9
300024,2018/12/31,9
300568,2018/12/31,7
300114,2018/12/31,9
300536,2018/12/31,9
300193,2018/12/31,6
300590,2018/12/31,5
300453,2018/12/31,7
300534,2018/12/31,9
300753,2018/12/31,9
300025,2018/12/31,7
300249,2018/12/31,5
300556,2018/12/31,7
300525,2018/12/31,9
300121,2018/12/31,6
300037,2018/12/31,9
300501,2018/12/31,7
300423,2018/12/31,7
300211,2018/12/31,7
300263,2018/12/31,9
300637,2018/12/31,7
300201,2018/12/31,9
300374,2018/12/31,7
300439,2018/12/31,5
300559,2018/12/31,7
300179,2018/12/31,9
300017,2018/12/31,7
300081,2018/12/31,9
300041,2018/12/31,9
300652,2018/12/31,7
300450,2018/12/31,7
300421,2018/12/31,9
300345,2018/12/31,6
300575,2018/12/31,7
300458,2018/12/31,7
300491,2018/12/31,9
300365,2018/12/31,7
300403,2018/12/31,9
300054,2018/12/31,9
300052,2018/12/31,7
300188,2018/12/31,8
300242,2018/12/31,6
300148,2018/12/31,5
300579,2018/12/31,8
300435,2018/12/31,9
300414,2018/12/31,9
300379,2018/12/31,7
300218,2018/12/31,12
300685,2018/12/31,9
300529,2018/12/31,9
300393,2018/12/31,7
300103,2018/12/31,9
300224,2018/12/31,7
300596,2018/12/31,9
300101,2018/12/31,9
300401,2018/12/31,9
300240,2018/12/31,9
300298,2018/12/31,7
300138,2018/12/31,7
300699,2018/12/31,9
300445,2018/12/31,8
300629,2018/12/31,9
300378,2018/12/31,9
300092,2018/12/31,9
300346,2018/12/31,11
300507,2018/12/31,5
300485,2018/12/31,7
300322,2018/12/31,9
300105,2018/12/31,9
300176,2018/12/31,11
300531,2018/12/31,9
300357,2018/12/31,6
300738,2018/12/31,9
300184,2018/12/31,11
300161,2018/12/31,9
300624,2018/12/31,9
300144,2018/12/31,9
300358,2018/12/31,9
300066,2018/12/31,8
300127,2018/12/31,9
300194,2018/12/31,9
300320,2018/12/31,9
300007,2018/12/31,9
300715,2018/12/31,7
300259,2018/12/31,9
300406,2018/12/31,8
300645,2018/12/31,9
300480,2018/12/31,9
300522,2018/12/31,5
300639,2018/12/31,11
300115,2018/12/31,7
300416,2018/12/31,5
300732,2018/12/31,9
300726,2018/12/31,7
300570,2018/12/31,9
300183,2018/12/31,9
300304,2018/12/31,9
300476,2018/12/31,4
300233,2018/12/31,11
300437,2018/12/31,9
300047,2018/12/31,11
300213,2018/12/31,10
300675,2018/12/31,9
300009,2018/12/31,12
300003,2018/12/31,7
300045,2018/12/31,9
300678,2018/12/31,9
300215,2018/12/31,9
300228,2018/12/31,7
300229,2018/12/31,7
300658,2018/12/31,9
300653,2018/12/31,9
300542,2018/12/31,7
300244,2018/12/31,8
300659,2018/12/31,7
300286,2018/12/31,7
300336,2018/12/31,7
300019,2018/12/31,9
300248,2018/12/31,9
300303,2018/12/31,5
300274,2018/12/31,8
300140,2018/12/31,8
300681,2018/12/31,8
300391,2018/12/31,9
300190,2018/12/31,9
300724,2018/12/31,9
300635,2018/12/31,9
300078,2018/12/31,7
300682,2018/12/31,10
300538,2018/12/31,7
300457,2018/12/31,8
300018,2018/12/31,5
300615,2018/12/31,9
300609,2018/12/31,9
300655,2018/12/31,9
300492,2018/12/31,9
300091,2018/12/31,9
300436,2018/12/31,9
300494,2018/12/31,7
300630,2018/12/31,7
300067,2018/12/31,7
300725,2018/12/31,7
300584,2018/12/31,8
300328,2018/12/31,9
300205,2018/12/31,9
300749,2018/12/31,7
300164,2018/12/31,5
300452,2018/12/31,9
300481,2018/12/31,7
300327,2018/12/31,6
300026,2018/12/31,9
300577,2018/12/31,7
300547,2018/12/31,9
300595,2018/12/31,9
300671,2018/12/31,9
300080,2018/12/31,9
300122,2018/12/31,9
300076,2018/12/31,9
300429,2018/12/31,7
300572,2018/12/31,7
300620,2018/12/31,7
300719,2018/12/31,8
300394,2018/12/31,9
300761,2018/12/31,9
300515,2018/12/31,5
300583,2018/12/31,5
300668,2018/12/31,7
300196,2018/12/31,9
300746,2018/12/31,9
300342,2018/12/31,9
300541,2018/12/31,9
300673,2018/12/31,7
300316,2018/12/31,9
300129,2018/12/31,13
300330,2018/12/31,7
300057,2018/12/31,9
300385,2018/12/31,7
300443,2018/12/31,9
300610,2018/12/31,9
300349,2018/12/31,9
300430,2018/12/31,9
300580,2018/12/31,5
300036,2018/12/31,9
300389,2018/12/31,9
300498,2018/12/31,12
300717,2018/12/31,9
300469,2018/12/31,9
300227,2018/12/31,7
300517,2018/12/31,7
300475,2018/12/31,7
300612,2018/12/31,7
300539,2018/12/31,7
300062,2018/12/31,7
300314,2018/12/31,9
300479,2018/12/31,9
300474,2018/12/31,7
300669,2018/12/31,9
300210,2018/12/31,5
300454,2018/12/31,7
300097,2018/12/31,7
300440,2018/12/31,8
300757,2018/12/31,7
300697,2018/12/31,5
300441,2018/12/31,7
300371,2018/12/31,9
300177,2018/12/31,7
300562,2018/12/31,7
300569,2018/12/31,7
300348,2018/12/31,8
300490,2018/12/31,9
300284,2018/12/31,7
300124,2018/12/31,9
300503,2018/12/31,9
300200,2018/12/31,7
300520,2018/12/31,9
300425,2018/12/31,7
300558,2018/12/31,9
300212,2018/12/31,9
300276,2018/12/31,9
300159,2018/12/31,9
300245,2018/12/31,9
300072,2018/12/31,11
300070,2018/12/31,7
300329,2018/12/31,8
300214,2018/12/31,5
300341,2018/12/31,5
300375,2018/12/31,7
300708,2018/12/31,9
300640,2018/12/31,7
300695,2018/12/31,7
300301,2018/12/31,7
300172,2018/12/31,8
300282,2018/12/31,11
300592,2018/12/31,9
300400,2018/12/31,6
300554,2018/12/31,9
300508,2018/12/31,9
300548,2018/12/31,9
300607,2018/12/31,9
300321,2018/12/31,9
300383,2018/12/31,7
300448,2018/12/31,5
300755,2018/12/31,9
300739,2018/12/31,7
300560,2018/12/31,9
300170,2018/12/31,7
300747,2018/12/31,9
300636,2018/12/31,9
300119,2018/12/31,9
300288,2018/12/31,7
300139,2018/12/31,7
300065,2018/12/31,5
300021,2018/12/31,9
300094,2018/12/31,9
300020,2018/12/31,9
300670,2018/12/31,5
300387,2018/12/31,9
300573,2018/12/31,9
300277,2018/12/31,5
300106,2018/12/31,9
300759,2018/12/31,11
300420,2018/12/31,9
300519,2018/12/31,9
300703,2018/12/31,11
300598,2018/12/31,9
300239,2018/12/31,7
300207,2018/12/31,7
300691,2018/12/31,9
300150,2018/12/31,8
300262,2018/12/31,7
300419,2018/12/31,7
300051,2018/12/31,5
300588,2018/12/31,7
300278,2018/12/31,5
300169,2018/12/31,7
300098,2018/12/31,9
300281,2018/12/31,7
300456,2018/12/31,7
300683,2018/12/31,9
300412,2018/12/31,9
300540,2018/12/31,9
300295,2018/12/31,5
300643,2018/12/31,7
300500,2018/12/31,11
300396,2018/12/31,6
300250,2018/12/31,7
300162,2018/12/31,7
300600,2018/12/31,9
300557,2018/12/31,11
300243,2018/12/31,9
300627,2018/12/31,7
300110,2018/12/31,9
300261,2018/12/31,9
300356,2018/12/31,8
300167,2018/12/31,6
300408,2018/12/31,8
300223,2018/12/31,6
300087,2018/12/31,9
300616,2018/12/31,9
300730,2018/12/31,9
300068,2018/12/31,9
300546,2018/12/31,9
300651,2018/12/31,7
300354,2018/12/31,7
300289,2018/12/31,7
300718,2018/12/31,4
300145,2018/12/31,7
300386,2018/12/31,5
300368,2018/12/31,9
300648,2018/12/31,7
300649,2018/12/31,9
300283,2018/12/31,9
300063,2018/12/31,8
300333,2018/12/31,7
300502,2018/12/31,7
300206,2018/12/31,7
300667,2018/12/31,9
300380,2018/12/31,9
300056,2018/12/31,9
300294,2018/12/31,7
300332,2018/12/31,8
300628,2018/12/31,9
300593,2018/12/31,9
300032,2018/12/31,8
300376,2018/12/31,7
300008,2018/12/31,8
300505,2018/12/31,7
300702,2018/12/31,7
300510,2018/12/31,9
300752,2018/12/31,7
300326,2018/12/31,6
300608,2018/12/31,8
300279,2018/12/31,9
300131,2018/12/31,9
300470,2018/12/31,9
300308,2018/12/31,9
300660,2018/12/31,9
300581,2018/12/31,7
300664,2018/12/31,8
300306,2018/12/31,9
300711,2018/12/31,9
300126,2018/12/31,7
300231,2018/12/31,5
300141,2018/12/31,7
300171,2018/12/31,8
300075,2018/12/31,9
300405,2018/12/31,9
300399,2018/12/31,7
300576,2018/12/31,9
300707,2018/12/31,4
300633,2018/12/31,9
300656,2018/12/31,7
300642,2018/12/31,7
300674,2018/12/31,8
300625,2018/12/31,9
300202,2018/12/31,9
300477,2018/12/31,9
300099,2018/12/31,9
300158,2018/12/31,11
300377,2018/12/31,9
300031,2018/12/31,9
300543,2018/12/31,7
300698,2018/12/31,9
300537,2018/12/31,9
300267,2018/12/31,9
300136,2018/12/31,9
300442,2018/12/31,7
300566,2018/12/31,9
300265,2018/12/31,7
300302,2018/12/31,7
300360,2018/12/31,9
300706,2018/12/31,7
300483,2018/12/31,5
300473,2018/12/31,9
300046,2018/12/31,9
300514,2018/12/31,5
300291,2018/12/31,8
300338,2018/12/31,11
300006,2018/12/31,7
300606,2018/12/31,9
300710,2018/12/31,9
300337,2018/12/31,7
300050,2018/12/31,5
300713,2018/12/31,7
300369,2018/12/31,9
300672,2018/12/31,7
300290,2018/12/31,8
300108,2018/12/31,7
300745,2018/12/31,7
300513,2018/12/31,9
300363,2018/12/31,9
300165,2018/12/31,9
300735,2018/12/31,9
300355,2018/12/31,9
300693,2018/12/31,8
300654,2018/12/31,9
300597,2018/12/31,11
300530,2018/12/31,5
300209,2018/12/31,7
300663,2018/12/31,9
300427,2018/12/31,7
300208,2018/12/31,10
300013,2018/12/31,9
300384,2018/12/31,7
300252,2018/12/31,7
300043,2018/12/31,7
300449,2018/12/31,7
300185,2018/12/31,8
300647,2018/12/31,9
300603,2018/12/31,9
300511,2018/12/31,7
300464,2018/12/31,7
300293,2018/12/31,5
300335,2018/12/31,9
300058,2018/12/31,9
300680,2018/12/31,7
300381,2018/12/31,7
300687,2018/12/31,7
300661,2018/12/31,5
300438,2018/12/31,9
300750,2018/12/31,9
300225,2018/12/31,9
300173,2018/12/31,9
300287,2018/12/31,9
300134,2018/12/31,5
300195,2018/12/31,7
300310,2018/12/31,8
300424,2018/12/31,12
300599,2018/12/31,9
300527,2018/12/31,7
300694,2018/12/31,9
300621,2018/12/31,9
300178,2018/12/31,9
300676,2018/12/31,9
300709,2018/12/31,6
300199,2018/12/31,7
300605,2018/12/31,6
300109,2018/12/31,6
300137,2018/12/31,9
300373,2018/12/31,7
300270,2018/12/31,7
300382,2018/12/31,7
300305,2018/12/31,7
300618,2018/12/31,8
300155,2018/12/31,5
300100,2018/12/31,9
300641,2018/12/31,9
300040,2018/12/31,8
300489,2018/12/31,8
300493,2018/12/31,7
300488,2018/12/31,6
300549,2018/12/31,9
300352,2018/12/31,7
300246,2018/12/31,9
300666,2018/12/31,9
300168,2018/12/31,6
300397,2018/12/31,7
300292,2018/12/31,6
300048,2018/12/31,7
300004,2018/12/31,8
300307,2018/12/31,9
300219,2018/12/31,9
300482,2018/12/31,8
300422,2018/12/31,7
300516,2018/12/31,11
300253,2018/12/31,7
300465,2018/12/31,5
300737,2018/12/31,9
300370,2018/12/31,9
300049,2018/12/31,11
300216,2018/12/31,8
300111,2018/12/31,7
300230,2018/12/31,9
300417,2018/12/31,5
300010,2018/12/31,9
300499,2018/12/31,5
300268,2018/12/31,6
300344,2018/12/31,7
300222,2018/12/31,9
300030,2018/12/31,9
300684,2018/12/31,9
300451,2018/12/31,9
300192,2018/12/31,9
300015,2018/12/31,6
300462,2018/12/31,7
300679,2018/12/31,7
300496,2018/12/31,9
300323,2018/12/31,7
300217,2018/12/31,7
300012,2018/12/31,7
300113,2018/12/31,7
300407,2018/12/31,9
300388,2018/12/31,8
300143,2018/12/31,6
300069,2018/12/31,7
300444,2018/12/31,9
300409,2018/12/31,7
300175,2018/12/31,5
300696,2018/12/31,5
300686,2018/12/31,7
300604,2018/12/31,9
300518,2018/12/31,7
300160,2018/12/31,9
300432,2018/12/31,9
300509,2018/12/31,7
300340,2018/12/31,9
300002,2018/12/31,11
300561,2018/12/31,6
300359,2018/12/31,9
300743,2018/12/31,9
300402,2018/12/31,8
300486,2018/12/31,7
300236,2018/12/31,9
300366,2018/12/31,8
300644,2018/12/31,7
300191,2018/12/31,7
300153,2018/12/31,8
300410,2018/12/31,9
300055,2018/12/31,7
300459,2018/12/31,11
300353,2018/12/31,5
300315,2018/12/31,8
300118,2018/12/31,9
300550,2018/12/31,9
300688,2018/12/31,5
300133,2018/12/31,7
300221,2018/12/31,7
300198,2018/12/31,8
300720,2018/12/31,7
300234,2018/12/31,7
300740,2018/12/31,9
300237,2018/12/31,9
300232,2018/12/31,7
300571,2018/12/31,7
300151,2018/12/31,6
300731,2018/12/31,7
300317,2018/12/31,6
300601,2018/12/31,5
300578,2018/12/31,5
300555,2018/12/31,5
300166,2018/12/31,6
300468,2018/12/31,7
300300,2018/12/31,9
300733,2018/12/31,9
300551,2018/12/31,8
300506,2018/12/31,9
300273,2018/12/31,9
300463,2018/12/31,9
300152,2018/12/31,7
300084,2018/12/31,7
300466,2018/12/31,9
300142,2018/12/31,7
300088,2018/12/31,11
300347,2018/12/31,6
300331,2018/12/31,7
300005,2018/12/31,7
300241,2018/12/31,9
300187,2018/12/31,8
300526,2018/12/31,5
300512,2018/12/31,9
300182,2018/12/31,9
300104,2018/12/31,5
300350,2018/12/31,9
300523,2018/12/31,9
300275,2018/12/31,9
300203,2018/12/31,7
300189,2018/12/31,8
300130,2018/12/31,8
300077,2018/12/31,7
300280,2018/12/31,12
300433,2018/12/31,7
300364,2018/12/31,7
300313,2018/12/31,9
300758,2018/12/31,9
300325,2018/12/31,9
300404,2018/12/31,7
300351,2018/12/31,8
300022,2018/12/31,5
300226,2018/12/31,9
300254,2018/12/31,9
300095,2018/12/31,9
300035,2018/12/31,9
300311,2018/12/31,7
300392,2018/12/31,9
300180,2018/12/31,8
300460,2018/12/31,7
300461,2018/12/31,9
300434,2018/12/31,9
300467,2018/12/31,7
300053,2018/12/31,9
300269,2018/12/31,5
300343,2018/12/31,9
300197,2018/12/31,7
300431,2018/12/31,5
300027,2018/12/31,9
300324,2018/12/31,7
300128,2018/12/31,5
300071,2018/12/31,8
300001,2018/12/31,9
300028,2018/12/31,5
300266,2018/12/31,9
300411,2018/12/31,8
300123,2018/12/31,6
300247,2018/12/31,9
300082,2018/12/31,9
300061,2018/12/31,9
300362,2018/12/31,9
300426,2018/12/31,9
300135,2018/12/31,9
300156,2018/12/31,6
300147,2018/12/31,7
300116,2018/12/31,5
300090,2018/12/31,8
300742,2018/12/31,7
300089,2018/12/31,8
300093,2018/12/31,5
300257,2018/12/31,6
300038,2018/12/31,5
300074,2018/12/31,8
300149,2018/12/31,7
300181,2018/12/31,9
300504,2018/12/31,9
300528,2018/12/31,9
300535,2018/12/31,9
300552,2018/12/31,9
300553,2018/12/31,8
300622,2018/12/31,9
300705,2018/12/31,7
300756,2018/12/31,5
300312,2018/12/31,9
300011,2018/12/31,9
300039,2018/12/31,9
300044,2018/12/31,9
300073,2018/12/31,9
300079,2018/12/31,7
300083,2018/12/31,6
300085,2018/12/31,9
300096,2018/12/31,11
300086,2018/12/31,7
300117,2018/12/31,7
300154,2018/12/31,9
300174,2018/12/31,5
300235,2018/12/31,7
300255,2018/12/31,5
300256,2018/12/31,9
300258,2018/12/31,7
300251,2018/12/31,9
300272,2018/12/31,7
300318,2018/12/31,7
300319,2018/12/31,9
300390,2018/12/31,6
300415,2018/12/31,11
300418,2018/12/31,7
300297,2018/12/31,8
300478,2018/12/31,9
300428,2018/12/31,9
300271,2018/12/31,7
300447,2018/12/31,7
300471,2018/12/31,4
300472,2018/12/31,7
300484,2018/12/31,8
300495,2018/12/31,9
300521,2018/12/31,7
300014,2018/12/31,7
300532,2018/12/31,7
300533,2018/12/31,7
300563,2018/12/31,7
300565,2018/12/31,7
300567,2018/12/31,5
300587,2018/12/31,7
300611,2018/12/31,8
300626,2018/12/31,9
300631,2018/12/31,9
300650,2018/12/31,6
300662,2018/12/31,9
300665,2018/12/31,5
300689,2018/12/31,5
300701,2018/12/31,5
300712,2018/12/31,9
300716,2018/12/31,9
300727,2018/12/31,7
300729,2018/12/31,9
300736,2018/12/31,5
300760,2018/12/31,9
300585,2018/12/31,7
300102,2018/12/31,7
300339,2018/12/31,10
300721,2018/12/31,7
300497,2018/12/31,7
300334,2018/12/31,7
300677,2018/12/31,7
300413,2018/12/31,7
300163,2018/12/31,7
300034,2018/12/31,8
300296,2018/12/31,9
300589,2018/12/31,8
300112,2018/12/31,7
300264,2018/12/31,7
300299,2018/12/31,9
300582,2018/12/31,8
300238,2018/12/31,9
300157,2018/12/31,6
300120,2018/12/31,9
300634,2018/12/31,7
