Stkcd,Reptdt,Shrcr
300441,2015/12/31,0.557
300485,2015/12/31,0.4968
300283,2015/12/31,0.5926
300163,2015/12/31,0.3549
300148,2015/12/31,0.3841
300335,2015/12/31,0.1747
300314,2015/12/31,0.2469
300414,2015/12/31,0.413
300105,2015/12/31,0.2325
300238,2015/12/31,0.2912
300316,2015/12/31,0.5399
300024,2015/12/31,0.2527
300430,2015/12/31,0.2961
300245,2015/12/31,0.1983
300111,2015/12/31,0.1637
300457,2015/12/31,0.4527
300116,2015/12/31,0.3136
300322,2015/12/31,0.3351
300360,2015/12/31,0.2576
300073,2015/12/31,0.2706
300421,2015/12/31,0.3218
300408,2015/12/31,0.3735
300244,2015/12/31,0.3769
300068,2015/12/31,0.1967
300383,2015/12/31,0.469
300087,2015/12/31,0.0949
300375,2015/12/31,0.3575
300172,2015/12/31,0.2898
300403,2015/12/31,0.4629
300072,2015/12/31,0.2945
300176,2015/12/31,0.2923
300216,2015/12/31,0.1378
300080,2015/12/31,0.2002
300428,2015/12/31,0.1188
300143,2015/12/31,0.3654
300025,2015/12/31,0.1405
300458,2015/12/31,0.0958
300422,2015/12/31,0.2378
300225,2015/12/31,0.2954
300393,2015/12/31,0.3223
300149,2015/12/31,0.2409
300398,2015/12/31,0.538
300120,2015/12/31,0.1488
300296,2015/12/31,0.3707
300472,2015/12/31,0.1117
300215,2015/12/31,0.3152
300488,2015/12/31,0.51
300104,2015/12/31,0.3679
300365,2015/12/31,0.1753
300255,2015/12/31,0.3194
300045,2015/12/31,0.2103
300019,2015/12/31,0.1931
300184,2015/12/31,0.2328
300101,2015/12/31,0.3833
300037,2015/12/31,0.1551
300213,2015/12/31,0.1499
300249,2015/12/31,0.1784
300017,2015/12/31,0.2119
300466,2015/12/31,0.2363
300491,2015/12/31,0.1997
300036,2015/12/31,0.1495
300222,2015/12/31,0.3758
300256,2015/12/31,0.1205
300056,2015/12/31,0.1972
300034,2015/12/31,0.4708
300026,2015/12/31,0.2117
300368,2015/12/31,0.3548
300410,2015/12/31,0.5711
300247,2015/12/31,0.1712
300262,2015/12/31,0.4987
300114,2015/12/31,0.5177
300081,2015/12/31,0.3191
300027,2015/12/31,0.2078
300067,2015/12/31,0.4384
300293,2015/12/31,0.4219
300320,2015/12/31,0.1966
300209,2015/12/31,0.2535
300392,2015/12/31,0.3236
300117,2015/12/31,0.3966
300092,2015/12/31,0.1969
300455,2015/12/31,0.3626
300052,2015/12/31,0.2728
300476,2015/12/31,0.2718
300066,2015/12/31,0.4084
300139,2015/12/31,0.2874
300207,2015/12/31,0.3385
300237,2015/12/31,0.2621
300339,2015/12/31,0.1746
300150,2015/12/31,0.2111
300210,2015/12/31,0.4394
300160,2015/12/31,0.2951
300286,2015/12/31,0.1969
300482,2015/12/31,0.2483
300008,2015/12/31,0.2231
300253,2015/12/31,0.1636
300208,2015/12/31,0.1457
300147,2015/12/31,0.3411
300190,2015/12/31,0.5194
300127,2015/12/31,0.3398
300373,2015/12/31,0.4686
300451,2015/12/31,0.2074
300475,2015/12/31,0.2747
300289,2015/12/31,0.3318
300200,2015/12/31,0.2909
300495,2015/12/31,0.4843
300436,2015/12/31,0.2464
300378,2015/12/31,0.1791
300218,2015/12/31,0.2218
300354,2015/12/31,0.5796
300089,2015/12/31,0.3825
300284,2015/12/31,0.219
300416,2015/12/31,0.4777
300044,2015/12/31,0.1889
300230,2015/12/31,0.3539
300138,2015/12/31,0.1873
300480,2015/12/31,0.5025
300015,2015/12/31,0.42
300328,2015/12/31,0.5906
300307,2015/12/31,0.4091
300103,2015/12/31,0.2995
300223,2015/12/31,0.2117
300291,2015/12/31,0.2012
300390,2015/12/31,0.3475
300039,2015/12/31,0.2967
300412,2015/12/31,0.3933
300231,2015/12/31,0.2703
300382,2015/12/31,0.6936
300099,2015/12/31,0.3798
300007,2015/12/31,0.2174
300338,2015/12/31,0.2589
300290,2015/12/31,0.2838
300115,2015/12/31,0.4755
300177,2015/12/31,0.2677
300469,2015/12/31,0.318
300229,2015/12/31,0.4473
300093,2015/12/31,0.1211
300071,2015/12/31,0.3093
300134,2015/12/31,0.5101
300386,2015/12/31,0.3311
300481,2015/12/31,0.495
300057,2015/12/31,0.492
300133,2015/12/31,0.2669
300003,2015/12/31,0.219
300090,2015/12/31,0.1672
300078,2015/12/31,0.2693
300145,2015/12/31,0.2919
300425,2015/12/31,0.4322
300221,2015/12/31,0.2604
300065,2015/12/31,0.194
300479,2015/12/31,0.45
300327,2015/12/31,0.3045
300299,2015/12/31,0.2305
300317,2015/12/31,0.3253
300018,2015/12/31,0.0734
300406,2015/12/31,0.1481
300277,2015/12/31,0.2731
300047,2015/12/31,0.1364
300442,2015/12/31,0.278
300239,2015/12/31,0.3236
300419,2015/12/31,0.2623
300217,2015/12/31,0.1468
300214,2015/12/31,0.3121
300062,2015/12/31,0.2546
300050,2015/12/31,0.2413
300371,2015/12/31,0.3788
300074,2015/12/31,0.1446
300306,2015/12/31,0.3336
300076,2015/12/31,0.3002
300051,2015/12/31,0.3782
300069,2015/12/31,0.3655
300107,2015/12/31,0.3983
300112,2015/12/31,0.216
300235,2015/12/31,0.2265
300257,2015/12/31,0.5594
300267,2015/12/31,0.4582
300049,2015/12/31,0.1108
300174,2015/12/31,0.4357
300041,2015/12/31,0.2265
300420,2015/12/31,0.1395
300187,2015/12/31,0.6267
300424,2015/12/31,0.2207
300415,2015/12/31,0.3375
300357,2015/12/31,0.5181
300212,2015/12/31,0.3586
300294,2015/12/31,0.3344
300195,2015/12/31,0.3197
300490,2015/12/31,0.4674
300242,2015/12/31,0.2602
300181,2015/12/31,0.2846
300011,2015/12/31,0.206
300303,2015/12/31,0.2313
300046,2015/12/31,0.4002
300097,2015/12/31,0.4142
300136,2015/12/31,0.2398
300325,2015/12/31,0.329
300426,2015/12/31,0.3704
300396,2015/12/31,0.538
300389,2015/12/31,0.2533
300473,2015/12/31,0.3726
300156,2015/12/31,0.2854
300418,2015/12/31,0.3509
300359,2015/12/31,0.3309
300251,2015/12/31,0.5006
300394,2015/12/31,0.4695
300031,2015/12/31,0.30074
300434,2015/12/31,0.2729
300400,2015/12/31,0.3405
300085,2015/12/31,0.2123
300334,2015/12/31,0.2319
300211,2015/12/31,0.484
300124,2015/12/31,0.195
300240,2015/12/31,0.1539
300341,2015/12/31,0.4285
300100,2015/12/31,0.4954
300438,2015/12/31,0.3496
300205,2015/12/31,0.2614
300084,2015/12/31,0.1998
300358,2015/12/31,0.4988
300330,2015/12/31,0.2543
300012,2015/12/31,0.1508
300126,2015/12/31,0.2636
300021,2015/12/31,0.5208
300058,2015/12/31,0.0709
300470,2015/12/31,0.275
300356,2015/12/31,0.2642
300435,2015/12/31,0.5354
300387,2015/12/31,0.3214
300295,2015/12/31,0.1688
300088,2015/12/31,0.1889
300070,2015/12/31,0.2182
300427,2015/12/31,0.4402
300202,2015/12/31,0.2817
300096,2015/12/31,0.1279
300282,2015/12/31,0.2308
300448,2015/12/31,0.3926
300224,2015/12/31,0.533
300500,2015/12/31,0.6622
300493,2015/12/31,0.3188
300340,2015/12/31,0.2256
300348,2015/12/31,0.2417
300098,2015/12/31,0.3578
300241,2015/12/31,0.3168
300110,2015/12/31,0.4212
300196,2015/12/31,0.3938
300344,2015/12/31,0.2833
300347,2015/12/31,0.2784
300380,2015/12/31,0.3141
300498,2015/12/31,0.0415
300477,2015/12/31,0.2575
300391,2015/12/31,0.63
300384,2015/12/31,0.4532
300159,2015/12/31,0.1737
300219,2015/12/31,0.2741
300254,2015/12/31,0.1191
300269,2015/12/31,0.2282
300319,2015/12/31,0.3176
300285,2015/12/31,0.1894
300352,2015/12/31,0.4829
300449,2015/12/31,0.3175
300020,2015/12/31,0.2589
300395,2015/12/31,0.1518
300032,2015/12/31,0.4498
300197,2015/12/31,0.5036
300431,2015/12/31,0.2131
300484,2015/12/31,0.2048
300010,2015/12/31,0.2155
300311,2015/12/31,0.4045
300086,2015/12/31,0.3949
300246,2015/12/31,0.3353
300079,2015/12/31,0.1556
300250,2015/12/31,0.4785
300346,2015/12/31,0.1995
300263,2015/12/31,0.2169
300171,2015/12/31,0.6063
300075,2015/12/31,0.3145
300313,2015/12/31,0.3
300258,2015/12/31,0.4836
300423,2015/12/31,0.465
300130,2015/12/31,0.3317
300261,2015/12/31,0.4507
300236,2015/12/31,0.2128
300312,2015/12/31,0.3664
300281,2015/12/31,0.4442
300040,2015/12/31,0.1976
300315,2015/12/31,0.209
300501,2015/12/31,0.5117
300494,2015/12/31,0.384
300165,2015/12/31,0.4008
300397,2015/12/31,0.399
300061,2015/12/31,0.5522
300153,2015/12/31,0.4664
300276,2015/12/31,0.3977
300417,2015/12/31,0.1532
300333,2015/12/31,0.2758
300304,2015/12/31,0.5213
300164,2015/12/31,0.2741
300452,2015/12/31,0.2669
300332,2015/12/31,0.2126
300411,2015/12/31,0.2152
300185,2015/12/31,0.1665
300234,2015/12/31,0.3795
300489,2015/12/31,0.2733
300129,2015/12/31,0.0833
300113,2015/12/31,0.4413
300198,2015/12/31,0.1652
300460,2015/12/31,0.3825
300108,2015/12/31,0.2486
300042,2015/12/31,0.2163
300381,2015/12/31,0.4074
300106,2015/12/31,0.4432
300468,2015/12/31,0.2774
300151,2015/12/31,0.4586
300038,2015/12/31,0.2347
300366,2015/12/31,0.3641
300374,2015/12/31,0.3967
300232,2015/12/31,0.4121
300006,2015/12/31,0.254
300182,2015/12/31,0.4479
300506,2015/12/31,0.675
300053,2015/12/31,0.2072
300119,2015/12/31,0.4296
300369,2015/12/31,0.21
300128,2015/12/31,0.1951
300035,2015/12/31,0.1724
300166,2015/12/31,0.1968
300308,2015/12/31,0.4601
300492,2015/12/31,0.2777
300268,2015/12/31,0.2618
300433,2015/12/31,0.8118
300350,2015/12/31,0.2462
300413,2015/12/31,0.4312
300043,2015/12/31,0.3277
300467,2015/12/31,0.1356
300248,2015/12/31,0.2246
300173,2015/12/31,0.2121
300265,2015/12/31,0.5519
300310,2015/12/31,0.1088
300170,2015/12/31,0.1264
300388,2015/12/31,0.4191
300192,2015/12/31,0.3747
300167,2015/12/31,0.3999
300486,2015/12/31,0.3549
300353,2015/12/31,0.3575
300444,2015/12/31,0.1731
300465,2015/12/31,0.3242
300355,2015/12/31,0.2553
300377,2015/12/31,0.2823
300083,2015/12/31,0.2908
300370,2015/12/31,0.2566
300496,2015/12/31,0.3632
300141,2015/12/31,0.4541
300402,2015/12/31,0.5752
300188,2015/12/31,0.2728
300462,2015/12/31,0.3876
300440,2015/12/31,0.5137
300487,2015/12/31,0.258
300385,2015/12/31,0.3924
300180,2015/12/31,0.1487
300226,2015/12/31,0.2469
300379,2015/12/31,0.1671
300102,2015/12/31,0.1592
300194,2015/12/31,0.4542
300183,2015/12/31,0.2306
300189,2015/12/31,0.1773
300094,2015/12/31,0.3268
300152,2015/12/31,0.3241
300178,2015/12/31,0.3188
300002,2015/12/31,0.1285
300372,2015/12/31,0.2659
300201,2015/12/31,0.2397
300337,2015/12/31,0.4234
300471,2015/12/31,0.3235
300206,2015/12/31,0.2086
300030,2015/12/31,0.2343
300399,2015/12/31,0.4016
300264,2015/12/31,0.2915
300463,2015/12/31,0.118
300048,2015/12/31,0.2414
300001,2015/12/31,0.438
300137,2015/12/31,0.1386
300004,2015/12/31,0.1237
300109,2015/12/31,0.1958
300260,2015/12/31,0.2838
300168,2015/12/31,0.2498
300280,2015/12/31,0.625
300329,2015/12/31,0.2999
300288,2015/12/31,0.3625
300275,2015/12/31,0.2784
300456,2015/12/31,0.5573
300409,2015/12/31,0.3981
300364,2015/12/31,0.1869
300459,2015/12/31,0.2419
300362,2015/12/31,0.3485
300497,2015/12/31,0.3513
300499,2015/12/31,0.274
300123,2015/12/31,0.3623
300321,2015/12/31,0.4381
300266,2015/12/31,0.3831
300272,2015/12/31,0.3848
300063,2015/12/31,0.3039
300464,2015/12/31,0.5022
300220,2015/12/31,0.4987
300483,2015/12/31,0.1256
300158,2015/12/31,0.5908
300404,2015/12/31,0.3878
300154,2015/12/31,0.3952
300155,2015/12/31,0.386
300445,2015/12/31,0.2036
300305,2015/12/31,0.2503
300273,2015/12/31,0.2001
300302,2015/12/31,0.1919
300292,2015/12/31,0.3137
300447,2015/12/31,0.5624
300478,2015/12/31,0.3825
300091,2015/12/31,0.1816
300005,2015/12/31,0.2872
300022,2015/12/31,0.1313
300169,2015/12/31,0.1001
300157,2015/12/31,0.1773
300252,2015/12/31,0.3712
300323,2015/12/31,0.168
300297,2015/12/31,0.1844
300279,2015/12/31,0.2597
300405,2015/12/31,0.4995
300345,2015/12/31,0.2026
300407,2015/12/31,0.2572
300179,2015/12/31,0.2817
300270,2015/12/31,0.5746
300326,2015/12/31,0.108
300461,2015/12/31,0.2132
300274,2015/12/31,0.3791
300342,2015/12/31,0.5006
300082,2015/12/31,0.5496
300055,2015/12/31,0.2888
300199,2015/12/31,0.2564
300300,2015/12/31,0.431
300439,2015/12/31,0.518
300287,2015/12/31,0.1741
300016,2015/12/31,0.2152
300429,2015/12/31,0.3098
300343,2015/12/31,0.3566
300318,2015/12/31,0.3912
300142,2015/12/31,0.1155
300013,2015/12/31,0.1419
300028,2015/12/31,0.278
300135,2015/12/31,0.3008
300561,2016/12/31,0.383
300401,2016/12/31,0.3791
300304,2016/12/31,0.4332
300411,2016/12/31,0.2152
300385,2016/12/31,0.3924
300131,2016/12/31,0.2655
300264,2016/12/31,0.2949
300184,2016/12/31,0.2129
300409,2016/12/31,0.3703
300391,2016/12/31,0.63
300398,2016/12/31,0.538
300510,2016/12/31,0.4509
300046,2016/12/31,0.4002
300416,2016/12/31,0.4777
300121,2016/12/31,0.3897
300286,2016/12/31,0.1832
300363,2016/12/31,0.1709
300568,2016/12/31,0.262
300453,2016/12/31,0.301
300095,2016/12/31,0.2606
300238,2016/12/31,0.2071
300323,2016/12/31,0.1357
300487,2016/12/31,0.2549
300144,2016/12/31,0.2948
300146,2016/12/31,0.4833
300014,2016/12/31,0.4218
300102,2016/12/31,0.1528
300039,2016/12/31,0.2982
300111,2016/12/31,0.1637
300016,2016/12/31,0.2264
300586,2016/12/31,0.3904
300557,2016/12/31,0.2553
300376,2016/12/31,0.5677
300562,2016/12/31,0.455
300365,2016/12/31,0.1751
300128,2016/12/31,0.2035
300420,2016/12/31,0.1356
300149,2016/12/31,0.19
300444,2016/12/31,0.1731
300116,2016/12/31,0.1358
300050,2016/12/31,0.2413
300169,2016/12/31,0.0987
300447,2016/12/31,0.5582
300423,2016/12/31,0.456
300482,2016/12/31,0.2483
300501,2016/12/31,0.3834
300305,2016/12/31,0.2346
300450,2016/12/31,0.4058
300493,2016/12/31,0.3188
300386,2016/12/31,0.3311
300595,2016/12/31,0.5054
300221,2016/12/31,0.2634
300207,2016/12/31,0.3379
300422,2016/12/31,0.2124
300476,2016/12/31,0.2718
300024,2016/12/31,0.2527
300068,2016/12/31,0.1512
300472,2016/12/31,0.1117
300598,2016/12/31,0.4398
300172,2016/12/31,0.2898
300069,2016/12/31,0.2804
300114,2016/12/31,0.5177
300520,2016/12/31,0.3256
300122,2016/12/31,0.5413
300073,2016/12/31,0.2706
300017,2016/12/31,0.1785
300511,2016/12/31,0.4002
300334,2016/12/31,0.2319
300285,2016/12/31,0.246
300310,2016/12/31,0.0838
300419,2016/12/31,0.2228
300457,2016/12/31,0.4527
300072,2016/12/31,0.2853
300609,2016/12/31,0.3954
300271,2016/12/31,0.2134
300213,2016/12/31,0.1497
300066,2016/12/31,0.4084
300518,2016/12/31,0.4476
300403,2016/12/31,0.4629
300031,2016/12/31,0.2275
300328,2016/12/31,0.4393
300018,2016/12/31,0.0734
300375,2016/12/31,0.3577
300080,2016/12/31,0.2002
300394,2016/12/31,0.4695
300374,2016/12/31,0.3967
300224,2016/12/31,0.5318
300383,2016/12/31,0.3542
300507,2016/12/31,0.4327
300204,2016/12/31,0.3702
300371,2016/12/31,0.3788
300496,2016/12/31,0.3522
300611,2016/12/31,0.568
300395,2016/12/31,0.1516
300559,2016/12/31,0.3408
300234,2016/12/31,0.3336
300436,2016/12/31,0.2454
300125,2016/12/31,0.2188
300563,2016/12/31,0.2394
300276,2016/12/31,0.3977
300181,2016/12/31,0.2846
300067,2016/12/31,0.4251
300449,2016/12/31,0.3114
300110,2016/12/31,0.1676
300269,2016/12/31,0.188
300491,2016/12/31,0.1972
300179,2016/12/31,0.2818
300052,2016/12/31,0.2728
300288,2016/12/31,0.3625
300101,2016/12/31,0.3833
300105,2016/12/31,0.2325
300034,2016/12/31,0.4666
300225,2016/12/31,0.1954
300294,2016/12/31,0.3344
300427,2016/12/31,0.4402
300534,2016/12/31,0.261
300036,2016/12/31,0.1191
300115,2016/12/31,0.4719
300108,2016/12/31,0.2486
300342,2016/12/31,0.4604
300317,2016/12/31,0.2618
300452,2016/12/31,0.2669
300434,2016/12/31,0.2729
300480,2016/12/31,0.4981
300045,2016/12/31,0.1961
300175,2016/12/31,0.2246
300223,2016/12/31,0.2117
300303,2016/12/31,0.2294
300543,2016/12/31,0.3612
300019,2016/12/31,0.1512
300156,2016/12/31,0.4268
300218,2016/12/31,0.219
300278,2016/12/31,0.3015
300396,2016/12/31,0.538
300113,2016/12/31,0.4249
300182,2016/12/31,0.3636
300227,2016/12/31,0.1962
300324,2016/12/31,0.3393
300552,2016/12/31,0.5264
300256,2016/12/31,0.1367
300147,2016/12/31,0.3411
300193,2016/12/31,0.1966
300350,2016/12/31,0.2462
300370,2016/12/31,0.2294
300319,2016/12/31,0.2744
300537,2016/12/31,0.5462
300026,2016/12/31,0.2119
300086,2016/12/31,0.3949
300215,2016/12/31,0.2835
300027,2016/12/31,0.2076
300103,2016/12/31,0.2995
300235,2016/12/31,0.2265
300335,2016/12/31,0.1407
300567,2016/12/31,0.2988
300406,2016/12/31,0.1481
300495,2016/12/31,0.4153
300044,2016/12/31,0.1853
300341,2016/12/31,0.4091
300188,2016/12/31,0.2315
300296,2016/12/31,0.3145
300037,2016/12/31,0.1551
300159,2016/12/31,0.155
300336,2016/12/31,0.245559
300451,2016/12/31,0.2066
300244,2016/12/31,0.396
300575,2016/12/31,0.301
300008,2016/12/31,0.225
300127,2016/12/31,0.3283
300041,2016/12/31,0.2328
300338,2016/12/31,0.2589
300455,2016/12/31,0.3626
300378,2016/12/31,0.1774
300009,2016/12/31,0.2795
300241,2016/12/31,0.2652
300092,2016/12/31,0.1797
300443,2016/12/31,0.4313
300373,2016/12/31,0.4159
300539,2016/12/31,0.3397
300176,2016/12/31,0.2923
300078,2016/12/31,0.1949
300259,2016/12/31,0.3552
300320,2016/12/31,0.1966
300474,2016/12/31,0.405
300120,2016/12/31,0.149
300030,2016/12/31,0.2343
300222,2016/12/31,0.3129
300290,2016/12/31,0.2589
300327,2016/12/31,0.2693
300475,2016/12/31,0.2747
300174,2016/12/31,0.3284
300077,2016/12/31,0.0438
300229,2016/12/31,0.4419
300313,2016/12/31,0.291
300431,2016/12/31,0.2118
300252,2016/12/31,0.3412
300062,2016/12/31,0.2026
300528,2016/12/31,0.4728
300479,2016/12/31,0.45
300198,2016/12/31,0.2596
300353,2016/12/31,0.3409
300442,2016/12/31,0.278
300035,2016/12/31,0.1724
300194,2016/12/31,0.3576
300233,2016/12/31,0.3758
300340,2016/12/31,0.1914
300469,2016/12/31,0.311
300440,2016/12/31,0.5137
300516,2016/12/31,0.5825
300164,2016/12/31,0.261
300210,2016/12/31,0.4394
300283,2016/12/31,0.583
300503,2016/12/31,0.3582
300448,2016/12/31,0.3899
300379,2016/12/31,0.1391
300545,2016/12/31,0.6473
300003,2016/12/31,0.204
300190,2016/12/31,0.443
300226,2016/12/31,0.2416
300298,2016/12/31,0.3368
300467,2016/12/31,0.137
300399,2016/12/31,0.4024
300547,2016/12/31,0.1668
300515,2016/12/31,0.345
300051,2016/12/31,0.3749
300049,2016/12/31,0.110861
300459,2016/12/31,0.1809
300265,2016/12/31,0.5519
300541,2016/12/31,0.0671
300015,2016/12/31,0.41
300141,2016/12/31,0.4541
300254,2016/12/31,0.1191
300532,2016/12/31,0.4698
300043,2016/12/31,0.3277
300163,2016/12/31,0.3649
300428,2016/12/31,0.1188
300558,2016/12/31,0.1997
300006,2016/12/31,0.2271
300143,2016/12/31,0.308
300231,2016/12/31,0.2654
300400,2016/12/31,0.3405
300481,2016/12/31,0.495
300535,2016/12/31,0.2313
300088,2016/12/31,0.1897
300282,2016/12/31,0.2401
300217,2016/12/31,0.1468
300498,2016/12/31,0.0415
300458,2016/12/31,0.092
300021,2016/12/31,0.4548
300087,2016/12/31,0.1093
300579,2016/12/31,0.2624
300389,2016/12/31,0.2551
300306,2016/12/31,0.2785
300177,2016/12/31,0.2618
300057,2016/12/31,0.419
300325,2016/12/31,0.3823
300499,2016/12/31,0.2055
300132,2016/12/31,0.1852
300134,2016/12/31,0.4339
300573,2016/12/31,0.3171
300546,2016/12/31,0.3979
300505,2016/12/31,0.4432
300572,2016/12/31,0.2812
300538,2016/12/31,0.2576
300608,2016/12/31,0.4051
300085,2016/12/31,0.1961
300145,2016/12/31,0.2616
300314,2016/12/31,0.2469
300345,2016/12/31,0.2055
300603,2016/12/31,0.5031
300124,2016/12/31,0.1926
300240,2016/12/31,0.1456
300339,2016/12/31,0.1748
300425,2016/12/31,0.4322
300329,2016/12/31,0.2758
300209,2016/12/31,0.2125
300381,2016/12/31,0.3607
300089,2016/12/31,0.3299
300054,2016/12/31,0.1693
300070,2016/12/31,0.2295
300205,2016/12/31,0.2614
300161,2016/12/31,0.1958
300312,2016/12/31,0.3664
300330,2016/12/31,0.2553
300349,2016/12/31,0.2784
300356,2016/12/31,0.2564
300414,2016/12/31,0.413
300512,2016/12/31,0.3853
300548,2016/12/31,0.2032
300531,2016/12/31,0.5002
300570,2016/12/31,0.1608
300150,2016/12/31,0.2127
300167,2016/12/31,0.3999
300358,2016/12/31,0.4966
300364,2016/12/31,0.1563
300523,2016/12/31,0.2012
300540,2016/12/31,0.1339
300553,2016/12/31,0.1421
300577,2016/12/31,0.6186
300081,2016/12/31,0.3272
300393,2016/12/31,0.316
300368,2016/12/31,0.3548
300484,2016/12/31,0.1536
300097,2016/12/31,0.4098
300250,2016/12/31,0.4273
300494,2016/12/31,0.384
300560,2016/12/31,0.5251
300348,2016/12/31,0.2243
300295,2016/12/31,0.1696
300214,2016/12/31,0.3121
300247,2016/12/31,0.1444
300268,2016/12/31,0.2657
300196,2016/12/31,0.3705
300331,2016/12/31,0.2701
300071,2016/12/31,0.3104
300502,2016/12/31,0.1409
300412,2016/12/31,0.3564
300096,2016/12/31,0.1335
300001,2016/12/31,0.44
300580,2016/12/31,0.7516
300243,2016/12/31,0.2282
300112,2016/12/31,0.2172
300157,2016/12/31,0.1487
300279,2016/12/31,0.2156
300362,2016/12/31,0.3054
300490,2016/12/31,0.4674
300590,2016/12/31,0.51
300138,2016/12/31,0.1858
300318,2016/12/31,0.3881
300211,2016/12/31,0.484
300258,2016/12/31,0.4836
300463,2016/12/31,0.118
300519,2016/12/31,0.3825
300083,2016/12/31,0.2409
300148,2016/12/31,0.2257
300212,2016/12/31,0.3586
300274,2016/12/31,0.3189
300352,2016/12/31,0.3413
300471,2016/12/31,0.3228
300533,2016/12/31,0.4384
300130,2016/12/31,0.3255
300284,2016/12/31,0.2179
300366,2016/12/31,0.3077
300255,2016/12/31,0.3828
300197,2016/12/31,0.4074
300142,2016/12/31,0.08
300407,2016/12/31,0.2572
300592,2016/12/31,0.1743
300048,2016/12/31,0.2172
300098,2016/12/31,0.3565
300424,2016/12/31,0.2207
300216,2016/12/31,0.1387
300140,2016/12/31,0.211
300257,2016/12/31,0.5654
300435,2016/12/31,0.5354
300139,2016/12/31,0.2874
300104,2016/12/31,0.3446
300333,2016/12/31,0.2478
300593,2016/12/31,0.2961
300492,2016/12/31,0.2777
300410,2016/12/31,0.5031
300569,2016/12/31,0.3
300011,2016/12/31,0.2045
300578,2016/12/31,0.2971
300107,2016/12/31,0.3964
300596,2016/12/31,0.2405
300433,2016/12/31,0.7517
300521,2016/12/31,0.3412
300239,2016/12/31,0.3236
300346,2016/12/31,0.1515
300522,2016/12/31,0.3965
300025,2016/12/31,0.1171
300588,2016/12/31,0.3368
300117,2016/12/31,0.3966
300261,2016/12/31,0.4282
300388,2016/12/31,0.382
300600,2016/12/31,0.5438
300441,2016/12/31,0.554
300119,2016/12/31,0.4265
300464,2016/12/31,0.504
300606,2016/12/31,0.41
300408,2016/12/31,0.3735
300565,2016/12/31,0.1414
