Stkcd,Reptdt,Shrcr
300055,2016/12/31,0.275
300591,2016/12/31,0.3866
300091,2016/12/31,0.1842
300004,2016/12/31,0.1237
300202,2016/12/31,0.2817
300251,2016/12/31,0.4406
300308,2016/12/31,0.4601
300529,2016/12/31,0.4814
300612,2016/12/31,0.5
300584,2016/12/31,0.5493
300047,2016/12/31,0.1301
300245,2016/12/31,0.1704
300151,2016/12/31,0.4586
300542,2016/12/31,0.1459
300263,2016/12/31,0.218
300321,2016/12/31,0.3286
300602,2016/12/31,0.69
300246,2016/12/31,0.3353
300079,2016/12/31,0.1556
300267,2016/12/31,0.4574
300200,2016/12/31,0.2909
300555,2016/12/31,0.1046
300413,2016/12/31,0.4312
300605,2016/12/31,0.4449
300206,2016/12/31,0.2086
300500,2016/12/31,0.4846
300099,2016/12/31,0.3192
300065,2016/12/31,0.2158
300153,2016/12/31,0.417
300020,2016/12/31,0.2434
300369,2016/12/31,0.2031
300473,2016/12/31,0.3726
300610,2016/12/31,0.3408
300126,2016/12/31,0.2644
300248,2016/12/31,0.2028
300082,2016/12/31,0.5618
300038,2016/12/31,0.2347
300173,2016/12/31,0.2121
300359,2016/12/31,0.3317
300556,2016/12/31,0.3006
300291,2016/12/31,0.1755
300133,2016/12/31,0.2669
300002,2016/12/31,0.131
300042,2016/12/31,0.2163
300260,2016/12/31,0.2838
300160,2016/12/31,0.2416
300236,2016/12/31,0.1985
300280,2016/12/31,0.2617
300307,2016/12/31,0.3095
300344,2016/12/31,0.2833
300418,2016/12/31,0.184
300470,2016/12/31,0.275
300508,2016/12/31,0.3438
300551,2016/12/31,0.3892
300601,2016/12/31,0.6216
300337,2016/12/31,0.3444
300589,2016/12/31,0.3865
300100,2016/12/31,0.4801
300415,2016/12/31,0.3375
300631,2016/12/31,0.4163
300461,2016/12/31,0.2132
300360,2016/12/31,0.2576
300530,2016/12/31,0.604
300040,2016/12/31,0.1974
300155,2016/12/31,0.3738
300232,2016/12/31,0.4328
300275,2016/12/31,0.2813
300253,2016/12/31,0.1542
300497,2016/12/31,0.3387
300302,2016/12/31,0.1919
300513,2016/12/31,0.246
300293,2016/12/31,0.4219
300315,2016/12/31,0.1599
300007,2016/12/31,0.2174
300152,2016/12/31,0.2946
300566,2016/12/31,0.1948
300372,2016/12/31,0.2778
300351,2016/12/31,0.1571
300266,2016/12/31,0.3522
300237,2016/12/31,0.2629
300478,2016/12/31,0.3825
300061,2016/12/31,0.2619
300421,2016/12/31,0.276
300607,2016/12/31,0.534
300165,2016/12/31,0.3734
300483,2016/12/31,0.1256
300426,2016/12/31,0.3704
300390,2016/12/31,0.3475
300525,2016/12/31,0.2098
300615,2016/12/31,0.4444
300075,2016/12/31,0.3045
300583,2016/12/31,0.4975
300191,2016/12/31,0.4708
300322,2016/12/31,0.2896
300249,2016/12/31,0.1784
300354,2016/12/31,0.5321
300270,2016/12/31,0.575
300154,2016/12/31,0.3952
300301,2016/12/31,0.2102
300076,2016/12/31,0.3002
300010,2016/12/31,0.1695
300242,2016/12/31,0.2121
300118,2016/12/31,0.3257
300137,2016/12/31,0.1386
300032,2016/12/31,0.3904
300183,2016/12/31,0.2306
300170,2016/12/31,0.1214
300445,2016/12/31,0.2006
300195,2016/12/31,0.3216
300289,2016/12/31,0.3188
300219,2016/12/31,0.2511
300311,2016/12/31,0.3946
300405,2016/12/31,0.4346
300465,2016/12/31,0.3109
300432,2016/12/31,0.2778
300357,2016/12/31,0.5181
300485,2016/12/31,0.4968
300506,2016/12/31,0.5063
300549,2016/12/31,0.3377
300384,2016/12/31,0.4532
300582,2016/12/31,0.3884
300063,2016/12/31,0.235
300129,2016/12/31,0.0795
300084,2016/12/31,0.1686
300178,2016/12/31,0.3184
300123,2016/12/31,0.389
300013,2016/12/31,0.1172
300053,2016/12/31,0.1837
300022,2016/12/31,0.1313
300094,2016/12/31,0.3272
300402,2016/12/31,0.5752
300185,2016/12/31,0.1376
300189,2016/12/31,0.1773
300203,2016/12/31,0.2462
300171,2016/12/31,0.6065
300228,2016/12/31,0.1047
300158,2016/12/31,0.4379
300262,2016/12/31,0.4167
300201,2016/12/31,0.2089
300220,2016/12/31,0.5042
300166,2016/12/31,0.1695
300272,2016/12/31,0.3848
300316,2016/12/31,0.4846
300326,2016/12/31,0.0854
300297,2016/12/31,0.1523
300292,2016/12/31,0.2355
300486,2016/12/31,0.3485
300429,2016/12/31,0.298
300456,2016/12/31,0.5056
300466,2016/12/31,0.2847
300468,2016/12/31,0.267
300417,2016/12/31,0.1532
300380,2016/12/31,0.3141
300437,2016/12/31,0.4364
300488,2016/12/31,0.51
300526,2016/12/31,0.3401
300438,2016/12/31,0.3496
300460,2016/12/31,0.3825
300377,2016/12/31,0.2351
300397,2016/12/31,0.399
300509,2016/12/31,0.33
300550,2016/12/31,0.5629
300571,2016/12/31,0.2651
300597,2016/12/31,0.3
300585,2016/12/31,0.3635
300180,2016/12/31,0.1237
300028,2016/12/31,0.2798
300136,2016/12/31,0.2388
300074,2016/12/31,0.1219
300109,2016/12/31,0.1958
300477,2016/12/31,0.249
300230,2016/12/31,0.3149
300192,2016/12/31,0.3745
300208,2016/12/31,0.1784
300168,2016/12/31,0.2479
300281,2016/12/31,0.4456
300299,2016/12/31,0.2037
300355,2016/12/31,0.2387
300462,2016/12/31,0.3876
300404,2016/12/31,0.3878
300430,2016/12/31,0.2961
300489,2016/12/31,0.2733
300439,2016/12/31,0.5066
300382,2016/12/31,0.6491
300527,2016/12/31,0.474
300576,2016/12/31,0.136
300599,2016/12/31,0.3977
300090,2016/12/31,0.1369
300005,2016/12/31,0.2484
300273,2016/12/31,0.2001
300347,2016/12/31,0.2824
300581,2016/12/31,0.4569
300199,2016/12/31,0.2582
300300,2016/12/31,0.4773
300536,2016/12/31,0.3222
300633,2016/12/31,0.2826
300287,2016/12/31,0.1329
300058,2016/12/31,0.0726
300187,2016/12/31,0.6255
300387,2016/12/31,0.3208
300587,2016/12/31,0.2028
300332,2016/12/31,0.2126
300012,2016/12/31,0.1381
300162,2016/12/31,0.2253
300106,2016/12/31,0.4419
300056,2016/12/31,0.1735
300343,2016/12/31,0.2366
300277,2016/12/31,0.2985
300093,2016/12/31,0.1124
300392,2016/12/31,0.3236
300135,2016/12/31,0.3008
300517,2016/12/31,0.5524
300536,2017/12/31,0.3222
300320,2017/12/31,0.1966
300451,2017/12/31,0.1837
300483,2017/12/31,0.1256
300474,2017/12/31,0.3999
300476,2017/12/31,0.2377
300193,2017/12/31,0.1476
300161,2017/12/31,0.1905
300495,2017/12/31,0.4169
300204,2017/12/31,0.3708
300618,2017/12/31,0.2195
300313,2017/12/31,0.291
300715,2017/12/31,0.3833
300584,2017/12/31,0.4155
300656,2017/12/31,0.1439
300681,2017/12/31,0.4167
300146,2017/12/31,0.4834
300102,2017/12/31,0.1116
300301,2017/12/31,0.2102
300413,2017/12/31,0.4312
300650,2017/12/31,0.3078
300677,2017/12/31,0.4196
300700,2017/12/31,0.2334
300302,2017/12/31,0.198
300003,2017/12/31,0.1996
300199,2017/12/31,0.2536
300659,2017/12/31,0.2969
300436,2017/12/31,0.2473
300590,2017/12/31,0.3825
300105,2017/12/31,0.2325
300130,2017/12/31,0.2887
300239,2017/12/31,0.3236
300559,2017/12/31,0.3408
300545,2017/12/31,0.6405
300557,2017/12/31,0.2553
300453,2017/12/31,0.301
300046,2017/12/31,0.3002
300143,2017/12/31,0.2262
300122,2017/12/31,0.5413
300226,2017/12/31,0.2419
300260,2017/12/31,0.2812
300131,2017/12/31,0.2655
300014,2017/12/31,0.3731
300563,2017/12/31,0.2394
300024,2017/12/31,0.2527
300534,2017/12/31,0.261
300001,2017/12/31,0.44
300034,2017/12/31,0.4709
300188,2017/12/31,0.2312
300304,2017/12/31,0.4036
300635,2017/12/31,0.1909
300416,2017/12/31,0.4777
300381,2017/12/31,0.3482
300701,2017/12/31,0.2801
300237,2017/12/31,0.2629
300248,2017/12/31,0.2029
300383,2017/12/31,0.3542
300270,2017/12/31,0.5751
300038,2017/12/31,0.3032
300047,2017/12/31,0.1015
300127,2017/12/31,0.322
300101,2017/12/31,0.2983
300569,2017/12/31,0.3
300421,2017/12/31,0.2698
300596,2017/12/31,0.1803
300373,2017/12/31,0.4159
300708,2017/12/31,0.2909
300507,2017/12/31,0.45
300009,2017/12/31,0.2793
300144,2017/12/31,0.2948
300092,2017/12/31,0.1799
300339,2017/12/31,0.1788
300429,2017/12/31,0.298
300570,2017/12/31,0.1608
300647,2017/12/31,0.2452
300717,2017/12/31,0.51
300027,2017/12/31,0.2084
300068,2017/12/31,0.1361
300037,2017/12/31,0.1509
300286,2017/12/31,0.1807
300256,2017/12/31,0.1347
300007,2017/12/31,0.2174
300450,2017/12/31,0.3761
300041,2017/12/31,0.2192
300459,2017/12/31,0.1829
300505,2017/12/31,0.4432
300328,2017/12/31,0.4387
300222,2017/12/31,0.3122
300327,2017/12/31,0.2502
300026,2017/12/31,0.2119
300445,2017/12/31,0.2029
300229,2017/12/31,0.4423
300427,2017/12/31,0.3542
300282,2017/12/31,0.2098
300115,2017/12/31,0.4272
300018,2017/12/31,0.0728
300403,2017/12/31,0.4757
300406,2017/12/31,0.1335
300056,2017/12/31,0.1489
300073,2017/12/31,0.2706
300430,2017/12/31,0.2569
300568,2017/12/31,0.262
300192,2017/12/31,0.3745
300310,2017/12/31,0.0749
300529,2017/12/31,0.4782
300685,2017/12/31,0.2358
300401,2017/12/31,0.3663
300172,2017/12/31,0.2898
300400,2017/12/31,0.3405
300492,2017/12/31,0.2777
300424,2017/12/31,0.2199
300066,2017/12/31,0.4084
300106,2017/12/31,0.4229
300149,2017/12/31,0.19
300150,2017/12/31,0.1963
300334,2017/12/31,0.2319
300538,2017/12/31,0.2554
300620,2017/12/31,0.3079
300154,2017/12/31,0.3952
300227,2017/12/31,0.1886
300658,2017/12/31,0.273
300562,2017/12/31,0.455
300500,2017/12/31,0.4847
300480,2017/12/31,0.4788
300692,2017/12/31,0.2156
300722,2017/12/31,0.3683
300653,2017/12/31,0.4253
300575,2017/12/31,0.301
300523,2017/12/31,0.2012
300682,2017/12/31,0.2402
300455,2017/12/31,0.3626
300684,2017/12/31,0.2501
300516,2017/12/31,0.5825
300479,2017/12/31,0.45
300528,2017/12/31,0.4728
300619,2017/12/31,0.184
300207,2017/12/31,0.3382
300370,2017/12/31,0.2294
300051,2017/12/31,0.3766
300235,2017/12/31,0.2163
300295,2017/12/31,0.1688
300348,2017/12/31,0.2189
300264,2017/12/31,0.295
300136,2017/12/31,0.2014
300380,2017/12/31,0.2944
300444,2017/12/31,0.1733
300319,2017/12/31,0.2706
300257,2017/12/31,0.5654
300447,2017/12/31,0.495
300440,2017/12/31,0.5047
300363,2017/12/31,0.1711
300514,2017/12/31,0.2419
300113,2017/12/31,0.4037
300020,2017/12/31,0.2434
300167,2017/12/31,0.4019
300039,2017/12/31,0.3001
300195,2017/12/31,0.2502
300134,2017/12/31,0.4339
300547,2017/12/31,0.1625
300173,2017/12/31,0.2121
300630,2017/12/31,0.3516
300546,2017/12/31,0.3925
300225,2017/12/31,0.1954
300713,2017/12/31,0.4508
300132,2017/12/31,0.1395
300278,2017/12/31,0.3015
300330,2017/12/31,0.2561
300374,2017/12/31,0.3967
300699,2017/12/31,0.3756
300735,2017/12/31,0.613
300021,2017/12/31,0.2274
300623,2017/12/31,0.3205
300255,2017/12/31,0.3641
300308,2017/12/31,0.2097
300617,2017/12/31,0.285
300541,2017/12/31,0.0671
300411,2017/12/31,0.1972
300415,2017/12/31,0.3375
300418,2017/12/31,0.18
300277,2017/12/31,0.2985
300402,2017/12/31,0.5752
300412,2017/12/31,0.3551
300290,2017/12/31,0.2589
300472,2017/12/31,0.1117
300642,2017/12/31,0.2022
300463,2017/12/31,0.122
300497,2017/12/31,0.3378
300456,2017/12/31,0.4996
300510,2017/12/31,0.3508
300431,2017/12/31,0.2118
300434,2017/12/31,0.1663
300481,2017/12/31,0.4908
300478,2017/12/31,0.3825
300553,2017/12/31,0.1421
300439,2017/12/31,0.5076
300470,2017/12/31,0.2776
300501,2017/12/31,0.3834
300624,2017/12/31,0.2607
300220,2017/12/31,0.5042
300638,2017/12/31,0.5006
300329,2017/12/31,0.2758
300625,2017/12/31,0.2202
300648,2017/12/31,0.1634
300651,2017/12/31,0.2171
300120,2017/12/31,0.1035
300632,2017/12/31,0.2969
300732,2017/12/31,0.3455
300217,2017/12/31,0.1468
300517,2017/12/31,0.5524
300578,2017/12/31,0.29
300738,2017/12/31,0.6195
300662,2017/12/31,0.363
300448,2017/12/31,0.3614
300513,2017/12/31,0.246
300535,2017/12/31,0.2313
300577,2017/12/31,0.6147
300739,2017/12/31,0.7993
300458,2017/12/31,0.0923
300573,2017/12/31,0.3171
300555,2017/12/31,0.1046
300622,2017/12/31,0.2746
300582,2017/12/31,0.3796
300606,2017/12/31,0.3075
300600,2017/12/31,0.4078
300612,2017/12/31,0.375
300670,2017/12/31,0.3955
300676,2017/12/31,0.3718
300636,2017/12/31,0.1855
300726,2017/12/31,0.3519
300703,2017/12/31,0.3113
300737,2017/12/31,0.334523
300695,2017/12/31,0.3613
300008,2017/12/31,0.1883
300180,2017/12/31,0.0931
300015,2017/12/31,0.4078
300053,2017/12/31,0.1837
300158,2017/12/31,0.4381
300174,2017/12/31,0.2479
300070,2017/12/31,0.2285
300006,2017/12/31,0.2271
300157,2017/12/31,0.1487
300077,2017/12/31,0.0438
300462,2017/12/31,0.3876
300250,2017/12/31,0.4231
300184,2017/12/31,0.1358
300251,2017/12/31,0.4406
300210,2017/12/31,0.4394
300219,2017/12/31,0.2399
300089,2017/12/31,0.3299
300368,2017/12/31,0.3507
300054,2017/12/31,0.1547
300387,2017/12/31,0.3209
300731,2017/12/31,0.2064
300343,2017/12/31,0.2366
300386,2017/12/31,0.3216
300203,2017/12/31,0.2465
300340,2017/12/31,0.1914
300389,2017/12/31,0.2581
300279,2017/12/31,0.2156
300736,2017/12/31,0.4156
300202,2017/12/31,0.2821
300643,2017/12/31,0.5025
300718,2017/12/31,0.405
300571,2017/12/31,0.2651
300583,2017/12/31,0.3686
300645,2017/12/31,0.2896
300040,2017/12/31,0.1975
300017,2017/12/31,0.174
300262,2017/12/31,0.4168
300494,2017/12/31,0.384
300391,2017/12/31,0.5298
300407,2017/12/31,0.2539
300657,2017/12/31,0.3045
300551,2017/12/31,0.3892
300675,2017/12/31,0.4286
300730,2017/12/31,0.088
300693,2017/12/31,0.1903
300133,2017/12/31,0.2634
300165,2017/12/31,0.3435
300661,2017/12/31,0.2103
300587,2017/12/31,0.2028
300666,2017/12/31,0.2827
300712,2017/12/31,0.2998
300236,2017/12/31,0.1985
300168,2017/12/31,0.2479
300669,2017/12/31,0.4353
300078,2017/12/31,0.1633
300031,2017/12/31,0.2275
300336,2017/12/31,0.2159
300468,2017/12/31,0.2571
300471,2017/12/31,0.3229
300725,2017/12/31,0.2222
300228,2017/12/31,0.0924
300080,2017/12/31,0.2002
300258,2017/12/31,0.458
300489,2017/12/31,0.2733
300379,2017/12/31,0.1221
300691,2017/12/31,0.1104
300469,2017/12/31,0.311
300112,2017/12/31,0.2176
300224,2017/12/31,0.5017
300484,2017/12/31,0.1536
300519,2017/12/31,0.3825
300537,2017/12/31,0.4533
300626,2017/12/31,0.4096
300197,2017/12/31,0.4156
300016,2017/12/31,0.2264
300395,2017/12/31,0.1298
300611,2017/12/31,0.426
300125,2017/12/31,0.2188
300285,2017/12/31,0.251
300503,2017/12/31,0.3582
300432,2017/12/31,0.2778
300554,2017/12/31,0.3975
300668,2017/12/31,0.4493
300631,2017/12/31,0.3118
300560,2017/12/31,0.5351
300592,2017/12/31,0.1307
300671,2017/12/31,0.4459
300414,2017/12/31,0.4072
300487,2017/12/31,0.2549
300464,2017/12/31,0.5083
300697,2017/12/31,0.3625
300211,2017/12/31,0.484
300508,2017/12/31,0.3438
300045,2017/12/31,0.1889
300088,2017/12/31,0.1897
300067,2017/12/31,0.3813
300072,2017/12/31,0.283
300032,2017/12/31,0.3957
300261,2017/12/31,0.358
300200,2017/12/31,0.2384
300338,2017/12/31,0.159
300321,2017/12/31,0.3286
300333,2017/12/31,0.2223
300317,2017/12/31,0.2639
300332,2017/12/31,0.1925
300288,2017/12/31,0.3625
300281,2017/12/31,0.3884
300347,2017/12/31,0.2682
300351,2017/12/31,0.1571
300408,2017/12/31,0.3707
300095,2017/12/31,0.2157
300243,2017/12/31,0.2274
300141,2017/12/31,0.4457
300119,2017/12/31,0.4265
300170,2017/12/31,0.1251
300162,2017/12/31,0.2254
300388,2017/12/31,0.3758
300280,2017/12/31,0.2617
300303,2017/12/31,0.2292
300335,2017/12/31,0.1404
300461,2017/12/31,0.2015
300417,2017/12/31,0.1532
300435,2017/12/31,0.526
300475,2017/12/31,0.2747
300360,2017/12/31,0.2281
300396,2017/12/31,0.538
300390,2017/12/31,0.3475
300542,2017/12/31,0.1442
300521,2017/12/31,0.3412
300410,2017/12/31,0.4623
300580,2017/12/31,0.5637
300649,2017/12/31,0.09
300530,2017/12/31,0.604
300533,2017/12/31,0.4384
300488,2017/12/31,0.4849
300522,2017/12/31,0.3965
300490,2017/12/31,0.4367
300561,2017/12/31,0.3778
300515,2017/12/31,0.345
300597,2017/12/31,0.2
300608,2017/12/31,0.3012
300641,2017/12/31,0.2813
300609,2017/12/31,0.3919
300663,2017/12/31,0.3015
300637,2017/12/31,0.2936
300603,2017/12/31,0.377
300660,2017/12/31,0.3796
300640,2017/12/31,0.4805
300549,2017/12/31,0.3377
300615,2017/12/31,0.3333
300486,2017/12/31,0.3614
300527,2017/12/31,0.474
300588,2017/12/31,0.3368
300473,2017/12/31,0.3551
300585,2017/12/31,0.3635
300729,2017/12/31,0.2846
300654,2017/12/31,0.4671
300679,2017/12/31,0.2541
300707,2017/12/31,0.2237
300247,2017/12/31,0.1444
300366,2017/12/31,0.2578
300253,2017/12/31,0.1338
300267,2017/12/31,0.4144
300231,2017/12/31,0.2654
300232,2017/12/31,0.4138
300198,2017/12/31,0.2596
300230,2017/12/31,0.2953
300191,2017/12/31,0.4708
300289,2017/12/31,0.3129
300208,2017/12/31,0.2032
300209,2017/12/31,0.2125
300201,2017/12/31,0.2064
300298,2017/12/31,0.3097
300312,2017/12/31,0.3664
300315,2017/12/31,0.1406
300337,2017/12/31,0.3444
300292,2017/12/31,0.2355
300354,2017/12/31,0.5235
300405,2017/12/31,0.4346
300344,2017/12/31,0.2553
300355,2017/12/31,0.2323
300359,2017/12/31,0.3149
300364,2017/12/31,0.1565
300377,2017/12/31,0.2375
300362,2017/12/31,0.3043
300382,2017/12/31,0.6483
300392,2017/12/31,0.3237
300422,2017/12/31,0.2126
300425,2017/12/31,0.4081
300665,2017/12/31,0.2536
300710,2017/12/31,0.2468
300680,2017/12/31,0.3057
300698,2017/12/31,0.3075
300706,2017/12/31,0.3788
300672,2017/12/31,0.2191
300723,2017/12/31,0.425
300696,2017/12/31,0.1383
300720,2017/12/31,0.433
300709,2017/12/31,0.2195
300711,2017/12/31,0.5301
300727,2017/12/31,0.4145
300702,2017/12/31,0.3996
300688,2017/12/31,0.314
300087,2017/12/31,0.1072
300052,2017/12/31,0.2786
300117,2017/12/31,0.4166
300036,2017/12/31,0.1191
300205,2017/12/31,0.2614
300196,2017/12/31,0.4016
300322,2017/12/31,0.2899
300552,2017/12/31,0.5187
300441,2017/12/31,0.5247
300586,2017/12/31,0.3904
300595,2017/12/31,0.3732
300044,2017/12/31,0.1465
300019,2017/12/31,0.178
300178,2017/12/31,0.2864
300140,2017/12/31,0.211
300074,2017/12/31,0.1204
300107,2017/12/31,0.3947
300110,2017/12/31,0.1676
300185,2017/12/31,0.1376
300238,2017/12/31,0.2076
300240,2017/12/31,0.1456
300353,2017/12/31,0.3409
300213,2017/12/31,0.1446
300324,2017/12/31,0.333
300275,2017/12/31,0.2939
300491,2017/12/31,0.1973
300639,2017/12/31,0.3233
300346,2017/12/31,0.122
300349,2017/12/31,0.275
300393,2017/12/31,0.3671
300593,2017/12/31,0.2228
300466,2017/12/31,0.2906
300365,2017/12/31,0.1943
300376,2017/12/31,0.5616
300567,2017/12/31,0.2918
300511,2017/12/31,0.394
300493,2017/12/31,0.3188
300378,2017/12/31,0.1765
300548,2017/12/31,0.2032
300520,2017/12/31,0.3401
300428,2017/12/31,0.1188
300558,2017/12/31,0.1997
300556,2017/12/31,0.3006
300616,2017/12/31,0.2348
300705,2017/12/31,0.3716
300627,2017/12/31,0.235
300633,2017/12/31,0.2543
300690,2017/12/31,0.3809
300655,2017/12/31,0.2353
300719,2017/12/31,0.3564
300683,2017/12/31,0.387
300375,2017/12/31,0.3534
300121,2017/12/31,0.3897
300284,2017/12/31,0.2178
300244,2017/12/31,0.3809
300194,2017/12/31,0.3576
300164,2017/12/31,0.2559
300263,2017/12/31,0.2034
300420,2017/12/31,0.1287
300394,2017/12/31,0.4695
300357,2017/12/31,0.3886
300371,2017/12/31,0.3788
300485,2017/12/31,0.4968
300509,2017/12/31,0.33
300398,2017/12/31,0.4589
300242,2017/12/31,0.2125
300138,2017/12/31,0.1858
300181,2017/12/31,0.2846
300057,2017/12/31,0.419
300103,2017/12/31,0.2995
300114,2017/12/31,0.5051
300218,2017/12/31,0.219
300252,2017/12/31,0.3412
300498,2017/12/31,0.0415
300296,2017/12/31,0.3145
300273,2017/12/31,0.2001
300325,2017/12/31,0.3848
300443,2017/12/31,0.4313
300437,2017/12/31,0.4364
300532,2017/12/31,0.4612
300579,2017/12/31,0.2624
300539,2017/12/31,0.3397
300629,2017/12/31,0.3604
300128,2017/12/31,0.213
300241,2017/12/31,0.248
300245,2017/12/31,0.1139
300223,2017/12/31,0.202
300259,2017/12/31,0.3562
300190,2017/12/31,0.3998
300147,2017/12/31,0.3411
300212,2017/12/31,0.3586
300215,2017/12/31,0.264
300233,2017/12/31,0.2849
300305,2017/12/31,0.2354
300316,2017/12/31,0.4847
300314,2017/12/31,0.2469
300341,2017/12/31,0.4092
300572,2017/12/31,0.2788
300598,2017/12/31,0.3298
300673,2017/12/31,0.3688
300589,2017/12/31,0.2899
300126,2017/12/31,0.2652
300028,2017/12/31,0.2798
300055,2017/12/31,0.275
300123,2017/12/31,0.2947
300004,2017/12/31,0.1237
300093,2017/12/31,0.1124
300153,2017/12/31,0.3914
300187,2017/12/31,0.6256
300148,2017/12/31,0.1972
300096,2017/12/31,0.1621
300097,2017/12/31,0.2865
300098,2017/12/31,0.3158
300048,2017/12/31,0.2172
300065,2017/12/31,0.2158
300010,2017/12/31,0.1697
300050,2017/12/31,0.21
300084,2017/12/31,0.1786
300179,2017/12/31,0.2823
300177,2017/12/31,0.2616
300030,2017/12/31,0.2343
300081,2017/12/31,0.2737
300124,2017/12/31,0.1863
300175,2017/12/31,0.2246
300118,2017/12/31,0.2909
300005,2017/12/31,0.2191
300042,2017/12/31,0.2163
300152,2017/12/31,0.295
300155,2017/12/31,0.3738
300169,2017/12/31,0.0987
300171,2017/12/31,0.6125
300160,2017/12/31,0.2416
300151,2017/12/31,0.4586
300163,2017/12/31,0.3649
300091,2017/12/31,0.174
300307,2017/12/31,0.3024
300326,2017/12/31,0.0853
300352,2017/12/31,0.3113
300356,2017/12/31,0.2567
300409,2017/12/31,0.3703
300442,2017/12/31,0.278
300399,2017/12/31,0.4024
300358,2017/12/31,0.4616
300025,2017/12/31,0.1171
300099,2017/12/31,0.3044
300100,2017/12/31,0.4768
300062,2017/12/31,0.2026
300063,2017/12/31,0.235
300246,2017/12/31,0.3353
300129,2017/12/31,0.08
300085,2017/12/31,0.1898
300086,2017/12/31,0.3949
300287,2017/12/31,0.1329
300145,2017/12/31,0.2665
300079,2017/12/31,0.1556
300082,2017/12/31,0.5339
300139,2017/12/31,0.2874
300069,2017/12/31,0.2804
300011,2017/12/31,0.2143
300142,2017/12/31,0.1299
300058,2017/12/31,0.0656
300061,2017/12/31,0.2615
300137,2017/12/31,0.1386
300075,2017/12/31,0.2836
300035,2017/12/31,0.1556
300108,2017/12/31,0.2392
300109,2017/12/31,0.1967
300182,2017/12/31,0.3334
300183,2017/12/31,0.2223
300249,2017/12/31,0.176
300266,2017/12/31,0.3435
300268,2017/12/31,0.2953
300189,2017/12/31,0.1392
300254,2017/12/31,0.1191
300221,2017/12/31,0.2095
300206,2017/12/31,0.2086
300318,2017/12/31,0.3881
300214,2017/12/31,0.3458
300265,2017/12/31,0.5519
300159,2017/12/31,0.155
300166,2017/12/31,0.1695
